race,clan,gender,forename,surname,full_name,age,education,socio_economic_rank,disabilities,base_openness,base_conscientiousness,base_extraversion,base_agreeableness,base_neuroticism,refined_openness,refined_conscientiousness,refined_extraversion,refined_agreeableness,refined_neuroticism,motivation_academic_drive,motivation_values_based_motivation,motivation_career_focus,motivation_cultural_experience,motivation_personal_growth,motivation_social_connection,motivation_intellectual_curiosity,motivation_practical_skills,student_id,program_code,program_name,faculty,department,year1_modules,num_year1_modules,clan_affinity,selection_probability
Elf,ash,female,Elsha,Ashmantle,Elsha Ashmantle,18,no_qualifications,8,specific_learning_disability,0.8620901467904101,0.5226663481288308,0.5740065289231993,0.6085956848873153,0.5228343812881927,0.86209014679041,0.3726663481288308,0.6240065289231992,0.6085956848873153,0.8228343812881928,0.8053605962166277,0.6864657809353705,0.5952549567836842,0.6442598456123815,0.9052939158133794,0.6589011267936203,0.6429799236510738,0.6933448598451739,282,1.2.4,Earth-Aligned Agriculture,Faculty of Applied Forging,Food and Sustenance Technologies,"Foundations of Permaculture and Ecological Design,Soil as System: Chemistry, Life, and Lore,Agroecology in Practice",3,0.8,0.8152680298108315
Dwarf,alabaster,male,Edrik,Basketmark,Edrik Basketmark,18,no_qualifications,4,"mental_health_disability,requires_personal_care",0.5288020839518458,0.5891288657519244,0.216281355616812,0.7789891597071423,0.4260588723958548,0.4788020839518458,0.4391288657519244,0.116281355616812,0.7789891597071423,0.8260588723958548,0.7936325201625011,0.8526244825429775,0.5645685416664252,0.4965480089452175,0.6525459837283627,0.7465606732200004,0.6687294090330334,0.5924088467153676,283,2.3.23,Hospitality as Praxis,Faculty of Hearth and Transformation,Hospitality and Conflict Holding,"Histories and Futures of Hospitality,The Host as Educator and Healer",2,0.95,0.964681626008125
Elf,baobab,female,Serenya,Ceremleaf,Serenya Ceremleaf,18,vocational,6,mental_health_disability,0.5446017691088546,0.868446186748726,0.5157437565277868,0.5142646310571941,0.2208526314345759,0.5446017691088546,0.8184461867487259,0.4157437565277868,0.5142646310571941,0.5708526314345759,0.8298797774010163,0.5165967745621903,0.9151909164096144,0.4898929676424926,0.6937805571322166,0.4831034988594867,0.6561965316711711,0.574957184141319,284,1.2.5,Mycelial Cultivation and Biotech,Faculty of Applied Forging,Food and Sustenance Technologies,"Introduction to Fungal Kingdoms,Growing Mediums and Spore Cultivation",2,0.05,0.06649398887005081
Elf,baobab,female,Maeressa,Goldmantle,Maeressa Goldmantle,18,academic,1,blind_or_visually_impaired,0.7069688009940083,0.932599666530678,0.4620958909000359,0.5754579475385109,0.4445540695909667,1.0,0.95,0.6620958909000358,0.5754579475385109,0.3945540695909666,0.6536794357157122,0.5772413899129821,0.8493769511937984,0.5875188277967766,0.742854473864868,0.5152731184767854,0.7355383576066923,0.6362039420973135,285,4.3.40,Critical Power,Faculty of Living Lore,Philosophy and Ethics,"Power as Pattern: Visibility, Inheritance, Flow,Naming the Bindings: Ideology, Myth, and Control",2,0.8,0.8076839717857857
Dwarf,sandstone,male,Torrik,Wayweaver,Torrik Wayweaver,18,no_qualifications,4,mental_health_disability,0.7636370086177475,0.7850207465820219,0.6538335712742559,0.6076262055538575,0.211822860587117,0.7136370086177475,0.6350207465820219,0.5538335712742559,0.6076262055538575,0.6118228605871171,0.5988851540262553,0.6834372622550053,0.5996534874299165,0.9198413088288856,0.6558417945289179,0.7768799778258021,0.7672489196583178,0.8026851949388852,286,1.1.2,Mutual Aid and Guild Governance,Faculty of Applied Forging,Community Labour & Cooperative Innovation,"History of Mutual Aid and Guild Traditions,Foundations of Self-Governance",2,0.9,0.9367900585850155
Dwarf,sandstone,female,Mira,Hillbanner,Mira Hillbanner,18,vocational,6,adhd,0.7902729272932628,0.7323432257827951,0.6101367452844746,0.7779467986581403,0.2560198982292113,0.9902729272932628,0.632343225782795,0.8101367452844745,0.7779467986581403,0.4060198982292113,0.545310281892226,0.7287455445789225,0.6460353889412913,0.8818982190082627,0.8155831069339852,0.7454680163307178,0.7871675006291594,0.6734426416936948,287,4.4.43,Conflict Transformation through Cultural Design,Faculty of Living Lore,Political Myth and Governance,"Conflict as Pattern: Myths of Harmony and Rupture,Design Principles for Holding Heat",2,0.05,0.10129280682393758
Dwarf,alabaster,male,Halem,Softmarch,Halem Softmarch,18,academic,1,requires_personal_care,0.6468762788729142,0.5934126326489964,0.4615393313073988,0.6467642092589417,0.4619335697248601,0.946876278872914,0.6434126326489963,0.6615393313073988,0.6467642092589417,0.4119335697248601,0.7677748913337701,0.8466369612059576,0.5409548232286219,0.6201628044841828,0.7900603410908527,0.7577263538215807,0.6753468599903689,0.6887668126925204,288,2.1.17,"Care, Craft and Continuity",Faculty of Hearth and Transformation,"Education, Eldership, and Mentoring","Theories of Care: Interdependence and Responsibility,Craft as Teaching: Making with Meaning",2,0.6,0.6174842268895506
Dwarf,granite,male,Hrolf,Bannerstone,Hrolf Bannerstone,18,academic,2,,0.5317493538288942,0.8256417340351379,0.4131713840891912,0.5961096078715238,0.4321808386471016,0.8317493538288941,0.8756417340351378,0.6131713840891911,0.5961096078715238,0.3821808386471017,0.5544614000899485,0.7579315647345941,0.7960707568879203,0.4379217572277892,0.711781652135983,0.6729784971085876,0.4474498931467232,0.7146582603434609,289,3.2.30,Pedagogies for Uncertain Times,Faculty of Integrative Inquiry,Learning Futures,"Learning in Crisis: Adaptive Theories of Change,Uncertainty as Curriculum: Improvisation, Reflection, and Risk",2,0.4,0.4027230700044975
Dwarf,sandstone,female,Kila,Tarryvale,Kila Tarryvale,18,vocational,4,,0.6826670010363686,0.7402428484030498,0.8754774503823919,0.7809011521289735,0.4409168653673536,0.7826670010363685,0.7902428484030497,0.975477450382392,0.7809011521289735,0.4909168653673536,0.641037852701357,0.808514562861975,0.6980033867983552,0.9381730734161826,0.6823559371979221,0.8276188638922309,0.8023458817487773,0.6367728321244306,290,2.1.16,Listening Circles Facilitation,Faculty of Hearth and Transformation,"Education, Eldership, and Mentoring","Deep Listening: Practices from Many Traditions,Circle Structures: Time, Space, and Agreement",2,0.85,0.8570518926350679
Elf,holly,female,Aelrin,Emberhymn,Aelrin Emberhymn,18,academic,3,no_known_disabilities,0.8118697495595346,0.8956628907057191,0.4365955230185785,0.8094223015435946,0.4163856505964676,1.0,0.9456628907057192,0.5365955230185785,0.8094223015435946,0.4663856505964676,0.911680431063484,0.9243848715160132,0.6100142208053608,0.7305003439004814,0.9193101551639726,0.6890406164291186,0.8604036344591303,0.6138487884501953,291,2.4.26,Ancient Rites,Faculty of Hearth and Transformation,"Rites, Rest, and Renewal","Rites of the Ancients: Elven, Dwarven, and Beyond,Reading Ritual Traces in Landscape and Object",2,0.05,0.0705840215531742
Elf,rowan,male,Neren,Cloudwhistle,Neren Cloudwhistle,18,academic,7,no_known_disabilities,0.8265924344130522,0.7015676046909118,0.8734854616510285,0.8255405026909133,0.489751632517499,0.976592434413052,0.7515676046909118,0.9234854616510284,0.8255405026909133,0.6397516325174991,0.8809702633409852,0.7846807412204916,0.5451616988348694,0.9193563831689752,0.8585990787579684,0.9286404853933152,0.7738345101328425,0.5624274147712827,292,3.3.31,Knowledge System Prototyping,Faculty of Integrative Inquiry,Transdisciplinary Design and Praxis,"Foundations of Systems and Frameworks,Mapping Knowledge: Visualisation and Vocabulary",2,0.4,0.4190485131670493
Dwarf,bismuth,female,Tirra,Schemelight,Tirra Schemelight,18,vocational,4,"physical_disability,mental_health_disability",0.8906919070257833,0.6059099819736038,0.5055067173137425,0.5935332940415066,0.591346653777823,0.8906919070257833,0.5559099819736038,0.4055067173137425,0.5935332940415066,1.0,0.8460145057173649,0.5821678254437256,0.7002974149481835,0.7738252733143739,0.8541732340958031,0.7681300642284635,0.8611036760342452,0.6968472575576704,293,1.4.10,Logic & Leverage (Systems Engineering),Faculty of Applied Forging,Mechanics and Engineering,"Foundations of Systems Thinking,Logic and Pattern Recognition,Machines, Mechanisms, and Leverage",3,0.05,0.06730072528586825
Elf,yew,male,Vaerion,Cloaksigil,Vaerion Cloaksigil,18,vocational,6,no_known_disabilities,0.7266293301866082,0.7667679853372719,0.5430513324574214,0.5467908814671661,0.3814077105573411,0.8266293301866082,0.8167679853372718,0.6430513324574214,0.5467908814671661,0.431407710557341,0.6319030935579012,0.6204427035952733,0.868438178809252,0.7151884414669841,0.6402865820563591,0.6607342380075903,0.7750688044295512,0.792362216913969,294,4.4.44,Narrative Governance and Institution Building,Faculty of Living Lore,Political Myth and Governance,"Institutions as Stories: Memory, Myth, Mechanism,Governance Through Narrative Form",2,0.9,0.9382719532116223
Elf,baobab,male,Vaeren,Palecrown,Vaeren Palecrown,18,vocational,3,no_known_disabilities,0.5600026763338243,0.819626354202323,0.6027434907228199,0.4679649496730951,0.4369020841378267,0.6600026763338243,0.8696263542023229,0.7027434907228198,0.4679649496730951,0.4869020841378267,0.7726660493171151,0.536478515206022,0.8925793947316398,0.584465456606136,0.7111410832711937,0.5275990050193807,0.7702274772675469,0.5692156966732506,295,4.1.34,Comparative Runes and Scripts,Faculty of Living Lore,Language and Symbol,"Introduction to Runic Systems: Function, Form, Origin,Scripts as Tools and Talismans",2,0.5,0.5136333024658557
Dwarf,bismuth,female,Tirra,Thoughtcoil,Tirra Thoughtcoil,18,vocational,5,requires_personal_care,0.8075033400374837,0.4465829809531992,0.736773136805639,0.6075522893586002,0.4355036001153634,0.9075033400374836,0.4965829809531992,0.836773136805639,0.6075522893586002,0.4855036001153633,0.9420963132300076,0.7715610833126988,0.5448225836568481,0.8247830523201326,0.771648981244956,0.6537737584267479,0.8957243708779229,0.5675307506820819,296,2.2.19,Integrated Mind-Body,Faculty of Hearth and Transformation,Healing and Embodied Knowledge,"Embodied Learning: Movement, Stillness, Attention,Foundations of Somatic Awareness",2,0.8,0.8221048156615004
Elf,yew,female,Cyrinel,Pactweaver,Cyrinel Pactweaver,18,vocational,6,no_known_disabilities,0.5592458844956097,0.927699477762217,0.4523751954029081,0.3858180154977856,0.4550510303203497,0.6592458844956097,0.95,0.5523751954029081,0.3858180154977856,0.5050510303203498,0.6818082069642893,0.6477670713458362,0.8659095877414209,0.543824515973936,0.7782969284160779,0.720909602921728,0.7618459182966296,0.5750724110802775,297,4.3.39,Elven Ethics in Modern Governance,Faculty of Living Lore,Philosophy and Ethics,"Rooted Reasoning: Foundations of Elven Moral Thought,Harmonies and Hierarchies: Structures of Elven Governance",2,0.95,0.99
Elf,holly,male,Thalion,Quietscribe,Thalion Quietscribe,18,no_qualifications,3,dyslexia,0.724292493700252,0.8183923746436615,0.4233757195436607,0.8789826480687013,0.4030594834494882,0.7742924937002519,0.7183923746436615,0.5233757195436607,0.8789826480687013,0.5530594834494883,0.8304832563377983,0.7419936814793097,0.6152946408068984,0.7559864374693344,0.7742902692374608,0.7181250071954375,0.8568628037802224,0.7279050609788931,298,3.2.29,Intergenerational Learning,Faculty of Integrative Inquiry,Learning Futures,"Lifespan Learning: Cognitive, Emotional, and Social Perspectives,The Role of Elders, Children, and Peers in Knowledge Cultures",2,0.6,0.6165241628168899
Elf,ash,female,Alira,Cinderwake,Alira Cinderwake,18,vocational,5,"autistic_spectrum,adhd",0.6009364954069228,0.5910530374634334,0.5325822207039478,0.5418380035904748,0.6031382465721705,0.8009364954069228,0.5910530374634333,0.5325822207039478,0.5418380035904748,0.7531382465721705,0.6844976098889903,0.6374239077207966,0.6744474757796968,0.7800840556251241,0.9435993860574128,0.7033298380756579,0.7003021021327547,0.6855311775027526,299,2.4.25,Timekeeping in Plural Cultures,Faculty of Hearth and Transformation,"Rites, Rest, and Renewal","Time as Construct: Clocks, Moons, and Memory,Rhythms of the Body, Land, and Cosmos",2,0.05,0.05922488049444952
Dwarf,obsidian,female,Cassira,Murkwatch,Cassira Murkwatch,18,vocational,8,no_known_disabilities,0.8844007740086055,0.7799157033330832,0.3532716007894853,0.4911199267265636,0.401037783324632,0.9344007740086054,0.8299157033330832,0.4032716007894853,0.4911199267265636,0.551037783324632,0.9048740089483358,0.8341928800997152,0.5135845225407979,0.6545319786981394,0.9309554226074932,0.6746882106648524,0.9162008752353366,0.6048242945274197,300,3.3.31,Knowledge System Prototyping,Faculty of Integrative Inquiry,Transdisciplinary Design and Praxis,"Foundations of Systems and Frameworks,Mapping Knowledge: Visualisation and Vocabulary",2,0.55,0.5702437004474168
Elf,palm,female,Thessa,Horizonchant,Thessa Horizonchant,18,academic,1,communication_difficulties,0.6651421212113016,0.5120922455400095,0.7832280240578507,0.652846173750858,0.4821800010304463,0.9651421212113016,0.5620922455400095,0.8332280240578507,0.652846173750858,0.5321800010304464,0.584272634934727,0.7506932762807652,0.4116606197285949,0.99957123528493,0.7481588383989084,0.943735124056348,0.6769437895050334,0.779878111153881,301,2.1.17,"Care, Craft and Continuity",Faculty of Hearth and Transformation,"Education, Eldership, and Mentoring","Theories of Care: Interdependence and Responsibility,Craft as Teaching: Making with Meaning",2,0.6,0.5953796937195959
Elf,rowan,male,Neren,Moondrift,Neren Moondrift,18,vocational,6,"dyslexia,communication_difficulties",0.9438923658390204,0.6848811467627575,0.880844431353907,0.9398449635967367,0.2624329989261522,1.0,0.6848811467627574,0.830844431353907,0.9398449635967367,0.4624329989261522,0.858397009429385,0.8371385354592592,0.6116503810764358,0.8870800451670449,0.8182034186238406,0.8612436544601318,0.914240040669991,0.6929142850776636,302,1.4.10,Logic & Leverage (Systems Engineering),Faculty of Applied Forging,Mechanics and Engineering,"Foundations of Systems Thinking,Logic and Pattern Recognition,Machines, Mechanisms, and Leverage",3,0.05,0.06791985047146926
Dwarf,granite,male,Keldrak,Dourstone,Keldrak Dourstone,18,academic,6,,0.3444401766049149,0.8980744945741517,0.6043627773464646,0.6256464676772997,0.3510730689015774,0.544440176604915,0.9480744945741516,0.7043627773464646,0.6256464676772997,0.4010730689015774,0.6285008361095341,0.7557994221590161,0.8057535368535181,0.5418508281491726,0.5725444074620177,0.4868192550545017,0.4528691139667637,0.7192064014152475,303,4.1.34,Comparative Runes and Scripts,Faculty of Living Lore,Language and Symbol,"Introduction to Runic Systems: Function, Form, Origin,Scripts as Tools and Talismans",2,0.75,0.7564250418054768
Elf,palm,neuter,Ivin,Driftfeather,Ivin Driftfeather,18,vocational,3,blind_or_visually_impaired,0.6907776457992347,0.4806343894484812,0.8330614517854451,0.7820579423402786,0.4466338164688997,0.7907776457992347,0.5306343894484812,0.9330614517854452,0.7820579423402786,0.4966338164688997,0.7778417627759824,0.9198303533299506,0.4046895333653345,0.9992869685723914,0.8656814282787557,0.9398347692346728,0.6321203836189946,0.7614334625108694,304,2.1.17,"Care, Craft and Continuity",Faculty of Hearth and Transformation,"Education, Eldership, and Mentoring","Theories of Care: Interdependence and Responsibility,Craft as Teaching: Making with Meaning",2,0.6,0.6043610414753325
Dwarf,granite,female,Irna,Rockward,Irna Rockward,18,vocational,5,"physical_disability,dyslexia",0.5980504681187124,0.8348503318886027,0.5871836724284165,0.5380964170172196,0.2118355858768074,0.6980504681187124,0.8348503318886026,0.6871836724284165,0.5380964170172196,0.4118355858768074,0.7000929976242998,0.651855074980831,0.7727857979925443,0.3451004176929924,0.7584795977745561,0.5438349381126533,0.488540030985291,0.6798430887121762,305,2.1.17,"Care, Craft and Continuity",Faculty of Hearth and Transformation,"Education, Eldership, and Mentoring","Theories of Care: Interdependence and Responsibility,Craft as Teaching: Making with Meaning",2,0.05,0.08728322968046942
Elf,holly,female,Thirel,Scrollwarden,Thirel Scrollwarden,18,academic,4,autistic_spectrum,0.7234691315703091,0.8297020780210883,0.3100950996405169,0.8023297669405791,0.4213817648840589,0.9234691315703092,0.95,0.2100950996405169,0.8023297669405791,0.4713817648840588,0.7950886803507208,0.908444015462422,0.5891171096187745,0.6573564349745261,0.7616570088765798,0.5736940929880772,0.8269181288704032,0.6012832965636274,306,2.3.22,Mediation,Faculty of Hearth and Transformation,Hospitality and Conflict Holding,"Foundations of Mediation and Dialogue,Listening Between: Power, Culture, Emotion",2,0.05,0.06475443401753604
Dwarf,malachite,male,Tovik,Cogsunder,Tovik Cogsunder,18,no_qualifications,5,no_known_disabilities,0.8787841955057427,0.8793586127195634,0.6287960469734453,0.6604384487379481,0.2702583276850439,0.9287841955057426,0.8293586127195633,0.7287960469734452,0.6604384487379481,0.3702583276850438,0.8574390349544996,0.8633023193649347,0.6248439652912221,0.6725671901600976,0.8786675044067083,0.7678988084768748,0.935884744132558,0.8719954650837172,307,2.2.19,Integrated Mind-Body,Faculty of Hearth and Transformation,Healing and Embodied Knowledge,"Embodied Learning: Movement, Stillness, Attention,Foundations of Somatic Awareness",2,0.5,0.5178719517477249
Dwarf,sandstone,female,Saela,Rambleforge,Saela Rambleforge,18,vocational,2,dyslexia,0.7247202744970163,0.6138892602456903,0.7148382924436051,0.7767400209468115,0.3943008068362478,0.9247202744970162,0.6138892602456902,0.914838292443605,0.7767400209468115,0.3943008068362477,0.7631036764483763,0.813958440911925,0.5701835210492553,0.948442468724468,0.8010736592742093,0.9259709514451144,0.7757260548338711,0.5820821378509955,308,1.1.1,Distributed Workshop Economies,Faculty of Applied Forging,Community Labour & Cooperative Innovation,"Introduction to Cooperative Crafting,Material Cultures and Local Economies,Tools, Skills, and Guild Technologies",3,0.95,0.9631551838224188
Elf,palm,female,Aivena,Reefgrace,Aivena Reefgrace,18,academic,4,no_known_disabilities,0.8040329095299832,0.600724005058685,0.9355836237337593,0.8469262587020642,0.3125918178730518,1.0,0.6507240050586849,1.0,0.8469262587020642,0.3625918178730518,0.792731196999937,0.9004786041088088,0.440236197211827,0.8912185028715645,0.8355739029705983,0.8647986065099215,0.773818619054224,0.5581798826843887,309,2.1.15,Radical Mentorship,Faculty of Hearth and Transformation,"Education, Eldership, and Mentoring","The Mentor’s Role: Presence, Power, and Practice,Foundations in Relational Learning",2,0.05,0.06463655984999686
Dwarf,obsidian,female,Selene,Moonclasp,Selene Moonclasp,18,academic,8,"adhd,other_neurodivergence,wheelchair_user",0.905227408517654,0.8347536024617488,0.4632546462693902,0.4463085309687701,0.3752959456569544,1.0,0.7347536024617487,0.6132546462693902,0.4463085309687701,0.6252959456569545,0.9645221303853376,0.7800521656642855,0.5781457858172047,0.671730105627367,0.9685249580340194,0.5381530977534105,0.9700772686897724,0.3996146530129725,310,2.3.21,Restorative Space Design,Faculty of Hearth and Transformation,Hospitality and Conflict Holding,"Principles of Restorative Space,Materials, Light, and Layout for Healing,Thresholds and Transitions: Entering With Intention",3,0.05,0.12322610651926688
Dwarf,obsidian,male,Edrien,Nightmantle,Edrien Nightmantle,18,academic,4,,0.7581825604675133,0.7474047270806355,0.5617396569775617,0.6136190264227512,0.4739885941605333,0.9581825604675132,0.7974047270806355,0.6617396569775617,0.6136190264227512,0.5239885941605333,0.9078891810054672,0.8088815902521873,0.5883689671653229,0.7917511861682198,0.8618507623098062,0.662507124020211,0.91114401016474,0.3514450256773092,311,2.2.19,Integrated Mind-Body,Faculty of Hearth and Transformation,Healing and Embodied Knowledge,"Embodied Learning: Movement, Stillness, Attention,Foundations of Somatic Awareness",2,0.15,0.17039445905027337
Elf,yew,female,Faereth,Thorncounsel,Faereth Thorncounsel,18,academic,7,no_known_disabilities,0.6798285176331256,0.7143929663256993,0.6332336884760233,0.4149240843999555,0.3991142802988912,0.8298285176331255,0.7643929663256992,0.6832336884760233,0.4149240843999555,0.5491142802988913,0.7580717919378367,0.6783770603126366,0.7825062181104682,0.5479192253417818,0.7980258409136811,0.5611399250381638,0.6948912501357302,0.6971713907414111,312,4.4.42,Consensus Systems in Hybrid Societies,Faculty of Living Lore,Political Myth and Governance,"Foundations of Consensus: Song, Circle, and Signal,Polylogic: Speaking Across Worlds and Logics",2,0.75,0.7629035895968919
Dwarf,bismuth,female,Tirra,Ironglint,Tirra Ironglint,18,academic,2,,0.8076809523785494,0.6236509256058318,0.6515996100007642,0.694312722437069,0.5507919414926605,1.0,0.6736509256058317,0.8515996100007641,0.694312722437069,0.5007919414926606,0.9412158094575048,0.728770382162464,0.4333525127334717,0.8512327966805534,0.8618603744153654,0.5913833473952096,0.9172339873162336,0.5976728558071901,313,4.1.35,Multispecies Semantics,Faculty of Living Lore,Language and Symbol,"Foundations in Cross-Species Communication,Meaning Beyond Words: Gesture, Scent, Frequency",2,0.6,0.6220607904728752
Dwarf,malachite,male,Garrun,Rockmantle,Garrun Rockmantle,25,vocational,3,no_known_disabilities,0.8540767798652721,0.7940971241104027,0.4889862585501754,0.8668340275055032,0.4998094796578036,0.804076779865272,0.9940971241104026,0.4389862585501755,0.8668340275055032,0.4498094796578036,0.9481643329646268,0.9460187231191628,0.715203116292385,0.7943509008102732,0.9109878802192014,0.7567824652979526,0.8222395040617094,0.8871779804130729,314,4.2.37,Storyweaving & Community Histories,Faculty of Living Lore,Oral Histories and Memorycraft,"Oral Histories: Ethics, Skills, and Power Dynamics,The Storyweaver’s Craft: Listening, Shaping, Returning",2,0.4,0.46090871481516515
Dwarf,malachite,male,Harnik,Gearmantle,Harnik Gearmantle,18,vocational,6,,0.6061476140633923,0.7042018199552855,0.5560638066270488,0.8088104196687397,0.4826427446841214,0.7061476140633923,0.7542018199552855,0.6560638066270488,0.8088104196687397,0.5326427446841214,0.8083598056565542,0.8432323664313823,0.634015264407871,0.6491639846461905,0.8877966778475301,0.7785171380667043,0.8273357816308011,0.846595086975083,315,4.3.41,Wisdom Traditions and Moral Craft,Faculty of Living Lore,Philosophy and Ethics,"The Loom of Lore: Threads from Ancients and Elders,Tales That Teach: Fable, Parable, and Prophecy",2,0.8,0.8288195167236149
Dwarf,malachite,male,Drogan,Ironloop,Drogan Ironloop,18,academic,3,"physical_disability,mental_health_disability",0.6499636765781404,0.8321574593841548,0.5770349267033412,0.6894125095040744,0.2105194847056156,0.7499636765781403,0.7821574593841547,0.4770349267033412,0.6894125095040744,0.6605194847056157,0.8270408941666696,0.911983073515534,0.6229478733919334,0.7718073883802009,0.8661836912001379,0.7045414710320579,0.8607769718297553,0.9592496862793072,316,4.4.42,Consensus Systems in Hybrid Societies,Faculty of Living Lore,Political Myth and Governance,"Foundations of Consensus: Song, Circle, and Signal,Polylogic: Speaking Across Worlds and Logics",2,0.1,0.11635204470833349
Dwarf,slate,female,Vessa,Linevault,Vessa Linevault,18,vocational,3,adhd,0.6142213528427005,0.9168893218613846,0.2129383364656486,0.5721851268979776,0.6560441999579468,0.8142213528427005,0.8168893218613845,0.4129383364656486,0.5721851268979776,0.8060441999579468,0.6800658655890826,0.4705976323824282,0.7304395070001602,0.4901472426471033,0.6718177451154527,0.3294815935750884,0.7262752833348473,0.8426466987077376,317,4.1.33,Ancient Tongues and Translation,Faculty of Living Lore,Language and Symbol,"Introduction to Ancient Lexicons: Form, Function, Power,Script and Sound: Orthography Through Time",2,0.5,0.5090032932794541
Dwarf,obsidian,female,Lyra,Veilwhisper,Lyra Veilwhisper,18,vocational,2,,0.7294650271699425,0.887475351669751,0.3273035420647551,0.4693108413841178,0.3139739826259625,0.9294650271699424,0.9374753516697508,0.527303542064755,0.4693108413841178,0.2639739826259625,0.9923677385588656,0.791387277004172,0.5880245923341537,0.7502666628715918,0.891207057195736,0.4252369808743509,0.977294187277282,0.5845502789248611,318,4.1.34,Comparative Runes and Scripts,Faculty of Living Lore,Language and Symbol,"Introduction to Runic Systems: Function, Form, Origin,Scripts as Tools and Talismans",2,0.95,0.9746183869279432
Dwarf,obsidian,female,Syra,Scrollkeeper,Syra Scrollkeeper,18,academic,8,physical_disability,0.8238889225939825,0.6053620592508947,0.4004168060743955,0.4551619722162974,0.504042852873503,0.9738889225939824,0.6553620592508946,0.4504168060743956,0.4551619722162974,0.754042852873503,0.9046544258999676,0.8557178458612129,0.5269302942546139,0.6873458090764927,0.984074204576552,0.674982441129305,0.9220251638825184,0.3174847107248664,319,4.2.37,Storyweaving & Community Histories,Faculty of Living Lore,Oral Histories and Memorycraft,"Oral Histories: Ethics, Skills, and Power Dynamics,The Storyweaver’s Craft: Listening, Shaping, Returning",2,0.45,0.5008461864885593
Dwarf,slate,neuter,Teln,Rulestone,Teln Rulestone,18,academic,2,,0.6514477604203259,0.8313005500576992,0.2624980840580119,0.5574065236280432,0.5665247804312953,0.951447760420326,0.8813005500576991,0.4624980840580118,0.5574065236280432,0.5165247804312953,0.792434414394435,0.7035176151429576,0.8228830739366128,0.624276058245078,0.7932294835672659,0.5495777083418272,0.7158872471783131,0.8954847446932765,320,1.2.6,Brewcraft and Fermentation Systems,Faculty of Applied Forging,Food and Sustenance Technologies,"The Alchemy of Fermentation,Yeasts, Bacteria, and Microbial Worlds",2,0.05,0.09691002811338303
Elf,ash,female,Emberyn,Pyrelatch,Emberyn Pyrelatch,18,no_qualifications,5,no_known_disabilities,0.8497585046377146,0.7144432076393833,0.7190732498810772,0.5537424112358551,0.6136354169002406,0.8997585046377146,0.6644432076393832,0.8190732498810772,0.5537424112358551,0.7136354169002407,0.6209050130675942,0.6759497112244524,0.6368342968229107,0.840856248477366,0.8555777186065335,0.6482193239274339,0.7078056085517791,0.7704609178829583,321,1.2.5,Mycelial Cultivation and Biotech,Faculty of Applied Forging,Food and Sustenance Technologies,"Introduction to Fungal Kingdoms,Growing Mediums and Spore Cultivation",2,0.5,0.5060452506533797
Dwarf,alabaster,female,Calla,Wallmantle,Calla Wallmantle,18,no_qualifications,3,,0.5579044956217096,0.7648226228621242,0.4428419628846303,0.8903579772244248,0.5433671982837249,0.6079044956217096,0.7148226228621242,0.5428419628846304,0.8903579772244248,0.643367198283725,0.815985158718161,0.7465470116704803,0.4962810836973188,0.5715593236979071,0.613021367024537,0.6527493423377273,0.7465456462662567,0.490808938926583,322,4.2.37,Storyweaving & Community Histories,Faculty of Living Lore,Oral Histories and Memorycraft,"Oral Histories: Ethics, Skills, and Power Dynamics,The Storyweaver’s Craft: Listening, Shaping, Returning",2,0.55,0.5947381553914192
Dwarf,granite,male,Thurn,Cragshield,Thurn Cragshield,18,academic,6,no_known_disabilities,0.5194061915332134,0.8786674091708377,0.6942719674870388,0.5658491068277198,0.2075045455672562,0.7194061915332134,0.9286674091708376,0.7942719674870388,0.5658491068277198,0.2575045455672562,0.4952766299842182,0.7096844058781702,0.7737319512040657,0.5534483781459938,0.6183459492102378,0.646809954825199,0.5074019812039643,0.7933613591042358,323,4.4.43,Conflict Transformation through Cultural Design,Faculty of Living Lore,Political Myth and Governance,"Conflict as Pattern: Myths of Harmony and Rupture,Design Principles for Holding Heat",2,0.85,0.8717044506525322
Dwarf,sandstone,female,Kila,Sandfellow,Kila Sandfellow,18,vocational,6,blind_or_visually_impaired,0.6143596796718321,0.622358007677274,0.8115103566789998,0.6680611548994482,0.4385861134391667,0.7143596796718321,0.6723580076772739,0.9115103566789998,0.6680611548994482,0.4885861134391667,0.8049489998291497,0.7172866741859701,0.6920136501875641,0.8833645421734593,0.7659226525716658,0.7581597599291142,0.6654341933465693,0.5198802507560691,324,2.3.22,Mediation,Faculty of Hearth and Transformation,Hospitality and Conflict Holding,"Foundations of Mediation and Dialogue,Listening Between: Power, Culture, Emotion",2,0.8,0.8152474499914575
Elf,palm,female,Lissel,Gullsigh,Lissel Gullsigh,18,academic,7,physical_disability,0.8121803755999317,0.6014998171628412,0.7490451517344946,0.8014374093901084,0.375729358230612,0.9621803755999316,0.6514998171628411,0.7990451517344945,0.8014374093901084,0.625729358230612,0.5919952472684088,0.781065606798072,0.6922341446265811,0.9564888720895514,0.7773982862679826,0.9382418018860884,0.790622266231999,0.7150910405323957,325,1.1.1,Distributed Workshop Economies,Faculty of Applied Forging,Community Labour & Cooperative Innovation,"Introduction to Cooperative Crafting,Material Cultures and Local Economies,Tools, Skills, and Guild Technologies",3,0.4,0.40459976236342043
